"Ano Exercício";"Órgão";"sgl_orgao_orcamento";"Unidade Orçamentária";"nom_res_unidade_orcamentaria";"Ministério de Origem da Emenda";"Número da Emenda Parlamentar";"Ano da Emenda";"Deputado";"Ação do Programa de Governo";"COD_SUBFONTE_RECURSO";"num_codigo";"Valor Orçado Inicial";"Valor Orçado Atual";"Valor Empenhado Total";"Valor Liquidado Total";"Valor Pago"
"2023";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"36940021";"2020 ";" Jorge Solla";"Distribuição de Equipamento de Apoio";"600000";"2023.3.18.18401.304.1399.600000.6";"0,00";"610000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"MF";"30510005";"2024 ";" Bacelar";"Requalificação de Equipamento Urbano";"600075";"2025.3.26.26401.419.5183.600075.6";"0,00";"742209,56";"597205,52";"597205,52";"597205,52"
"2022";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Assessoria de Planejamento e Gestão - SEAGRI";"APG";"ME";"28710004";"2022 ";" Afonso Florenc";"Distribuição de Equipamento";"600033";"2022.3.10.10101.304.7385.600033.6";"0,00";"210000,00";"201262,40";"0,00";"0,00"
"2024";"Secretaria da Educação";"SEC";"Universidade Estadual de Feira de Santana";"UEFS";"MF";"40800017";"2023";" Jaques Wagner";"Apoio às Ações de Pesquisa e Iniciação";"600052";"2024.3.11.11303.424.6927.600052.6";"0,00";"500000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"13310003";"2021 ";" Alice Portugal";"Distribuição de Equipamento de Apoio";"600003";"2022.3.18.18401.304.1399.600003.6";"0,00";"500000,00";"499288,28";"499288,28";"499288,28"
"2021";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"27510004";"2021 ";" Waldenor Perei";"Distribuição de Equipamento de Apoio";"600009";"2021.3.18.18401.304.1399.600009.6";"0,00";"2445000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria de Promoção da Igualdade Racial";"SEPROMI";"Assessoria de Planejamento e Gestão - SEPROMI";"APG";"ME";"27500003";"2021 ";" Valmir Assunçã";"Apoio Técnico e Financeiro a Projeto";"600007";"2022.3.30.30101.307.5713.600007.6";"0,00";"470870,00";"461155,98";"461155,98";"461155,98"
"2024";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"MF";"27510008";"2023";" Waldenor Preira";"Apoio ao Neojibá";"600042";"2024.3.38.38101.400.6953.600042.6";"0,00";"200000,00";"200000,00";"200000,00";"200000,00"
"2024";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Assessoria de Planejamento e Gestão - SEAGRI";"APG";"MF";"43790001";"2024 ";" Gabriel Nunes";"Apoio a Evento para Atração de Investime";"600076";"2024.3.10.10101.417.3044.600076.6";"0,00";"200000,00";"200000,00";"200000,00";"200000,00"
"2026";"Secretaria de Turismo";"SETUR";"Assessoria de Planejamento e Gestão - SETUR";"APG";"MTUR";"";"MTUR/09032025";"2-085849SETUR";"Apoio à Realização de Evento";"600171";"2026.3.32.32101.411.3701.600171.6";"0,00";"3205590,00";"2565447,43";"2155000,00";"2155000,00"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"ME";"41280009";"2021 ";" Raimundo Costa";"Construção de Equipamento";"600014";"2023.3.21.21101.305.7882.600014.6";"0,00";"150000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria de Políticas para as Mulheres";"SPM";"Assessoria de Planejamento e Gestão - SPM";"APG";"ME";"13310003";"2021 ";" Alice Portugal";"Capacitação nas Escolas";"600003";"2022.3.34.34101.311.3059.600003.6";"0,00";"100000,00";"100000,00";"100000,00";"100000,00"
"2026";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Assessoria de Planejamento e Gestão - SEDUR";"APG";"MF";"27510008";"2023";" Waldenor Preira";"Requalificação de Equipamento Urbano";"600042";"2026.3.26.26101.419.5183.600042.6";"0,00";"134037,00";"133849,66";"133849,66";"128696,45"
"2025";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Assessoria de Planejamento e Gestão - SEAGRI";"APG";"MF";"41230001";"2024";"Otto Fillho";"Distribuição de Equipamento";"600072";"2025.3.10.10101.417.7385.600072.6";"0,00";"500000,00";"500000,00";"500000,00";"500000,00"
"2025";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Bahia Pesca S/A";"BAHIAPESCA";"ME";"36940001";"2021 ";" Jorge Solla";"Aparelhamento de Unidade do Poder Execut";"600006";"2025.3.10.10501.446.3194.600006.6";"0,00";"1352,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"ME";"24680012";"2022 ";" Lídice da Mata";"Apoio Financeiro para a Melhoria";"600031";"2025.3.11.11101.422.3334.600031.6";"0,00";"100000,00";"0,00";"0,00";"0,00"
"2020";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"Ministério da Economia";"27510007";"2020";"Não Informado";"Implantação de Infraestrutura Viária";"600002";"2020.3.26.26401.305.1162.600002.6";"0,00";"250000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"MF";"30510005";"2024 ";" Bacelar";"Implantação de Infraestrutura Viária";"600075";"2025.3.26.26401.419.1162.600075.6";"0,00";"5458074,64";"5210459,19";"5210459,19";"5210459,19"
"2023";"Secretaria de Cultura";"SECULT";"Assessoria de Planejamento e Gestão - SECULT";"APG";"ME";"24680012";"2022 ";" Lídice da Mata";"Requalificação de Equipamento Cultural";"600031";"2023.3.22.22101.302.7857.600031.6";"0,00";"50000,00";"50000,00";"50000,00";"50000,00"
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"MF";"41900003";"2023";"Joseildo Ramos";"Construção de Equipamento";"600055";"2025.3.21.21301.414.7882.600055.6";"0,00";"1000000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"MF";"09032025-076332";"";"2025";"Apoio ao Neojibá";"600148";"2026.3.38.38101.400.6953.600148.6";"0,00";"1000000,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"ME";"28710004";"2021 ";" Waldenor Perei";"Gestão das Ações de Educação Integral";"600010";"2021.3.11.11101.306.6991.600010.6";"0,00";"0,00";"0,00";"0,00";"0,00"
"2021";"Secretaria de Ciência, Tecnologia e Inovação";"SECTI";"Assessoria de Planejamento e Gestão - SECTI";"APG";"ME";"91910007";"2021 ";" Zé Neto";"Implantação de Infraestrutura de Wi-Fi";"600020";"2021.3.28.28101.301.7917.600020.6";"0,00";"150000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"ME";"36940001";"2021 ";" Jorge Solla";"Apoio a Geração de Trabalho e Renda";"600006";"2026.3.21.21101.413.5917.600006.6";"0,00";"280000,00";"167496,00";"167496,00";"167496,00"
"2025";"Secretaria de Infraestrutura";"SEINFRA";"Superintendência de Infraestrutura de Transportes da Bahia";"SIT";"MF";"40800020";"2024";"Jaques Wagner";"Recuperação de Acesso";"600061";"2025.3.24.24801.432.7911.600061.6";"0,00";"5000000,00";"0,00";"0,00";"0,00"
"2021";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"41280013";"2021 ";" Raimundo Costa";"Implantação de Infraestrutura Hídrica";"600015";"2021.3.18.18401.312.5040.600015.6";"0,00";"300000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"MDA";"09032025-077145 ";"";" 2025";"Apoio a Evento da Agricultura Familiar";"600119";"2025.3.18.18401.417.7988.600119.6";"0,00";"0,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Cultura";"SECULT";"Instituto do Patrimônio Artístico e Cultural da Bahia";"IPAC";"MF";"41280008";"2023";" Raimundo Costa";"Restauração de Bem Imóvel";"600041";"2024.3.22.22301.407.7052.600041.6";"0,00";"500000,00";"500000,00";"422281,79";"407501,93"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"13310003";"2021 ";" Alice Portugal";"Construção de Equipamento";"600003";"2024.3.21.21301.414.7882.600003.6";"0,00";"464709,00";"353311,52";"353311,52";"339796,21"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"ME";"13390008";"2021 ";" Daniel Almeida";"Apoio a Geração de Trabalho e Renda";"600004";"2024.3.21.21101.413.5917.600004.6";"0,00";"33059,00";"32796,42";"32796,42";"32796,42"
"2023";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"91910004";"2022 ";" Zé Neto";"Assistência Técnica Agropecuária";"600038";"2023.3.18.18401.304.1398.600038.6";"0,00";"0,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"41280013";"2021 ";" Raimundo Costa";"Implantação de Projeto de Apoio";"600015";"2023.3.18.18401.304.1926.600015.6";"0,00";"100000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"MF";"91919910";"2024";" zé Neto";"Promoção de Atividade de Esporte";"600057";"2025.3.21.21301.414.5793.600057.6";"0,00";"300000,00";"300000,00";"300000,00";"300000,00"
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"13310004";"2022 ";" Alice Portugal";"Requalificação de Equipamento Esportivo";"600027";"2025.3.21.21301.414.1009.600027.6";"0,00";"869682,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"91910004";"2022 ";" Zé Neto";"Apoio a Evento da Agricultura Familiar";"600038";"2025.3.18.18401.417.7988.600038.6";"0,00";"100000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"30510006";"2022 ";" Bacelar";"Assistência Técnica Agropecuária";"600034";"2022.3.18.18401.304.1398.600034.6";"0,00";"150000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Bahia Pesca S/A";"BAHIAPESCA";"MF";"41900010";"2024";"Joseildo Ramos";"Distribuição de Equipamentos de Pesca";"600068";"2026.3.10.10501.417.5916.600068.6";"0,00";"7756,00";"0,00";"0,00";"0,00"
"2021";"Secretaria de Infraestrutura";"SEINFRA";"Superintendência de Infraestrutura de Transportes da Bahia";"SIT";"ME";"36940021";"2020 ";" Jorge Solla";"Recuperação de Acesso";"600000";"2021.3.24.24801.309.7911.600000.6";"0,00";"1965005,00";"1199237,63";"1181688,54";"1181688,54"
"2026";"Secretaria da Segurança Pública";"SSP";"Corpo de Bombeiros Militar da Bahia";"CBMBA";"MF";"41280016";"2024";"Raimundo Costa";"Ampliação e Renovação da Frota";"600070";"2026.3.20.20803.437.7143.600070.6";"0,00";"11901,00";"0,00";"0,00";"0,00"
"2022";"Secretaria de Políticas para as Mulheres";"SPM";"Assessoria de Planejamento e Gestão - SPM";"APG";"ME";"27510007";"2020 ";" Waldenor Perei";"Apoio a Projeto";"600002";"2022.3.34.34101.311.5558.600002.6";"0,00";"100000,00";"100000,00";"100000,00";"100000,00"
"2025";"Secretaria da Educação";"SEC";"Universidade do Estado da Bahia";"UNEB";"MEC";"09032025-077154 ";"";" 2025";"Educação do Campo e Desenvolvimento";"600117";"2025.3.11.11301.424.4048.600117.6";"0,00";"247500,00";"0,00";"0,00";"0,00"
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"MF";"41280021";"2024";"Raimundo Costa";"Promoção de Atividade de Esporte";"600071";"2025.3.21.21301.414.5779.600071.6";"0,00";"0,00";"0,00";"0,00";"0,00"
"2022";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"ME";"41900003";"2021 ";" Joseildo Ramos";"Apoio à Comercialização Produção Rural";"600019";"2022.3.18.18401.304.7838.600019.6";"0,00";"1100000,00";"1100000,00";"1100000,00";"1100000,00"
"2022";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Assessoria de Planejamento e Gestão - SEAGRI";"APG";"ME";"27510007";"2020 ";" Waldenor Perei";"Distribuição de Equipamento";"600002";"2022.3.10.10101.304.7385.600002.6";"0,00";"219300,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Políticas para as Mulheres";"SPM";"Assessoria de Planejamento e Gestão - SPM";"APG";"ME";"27510007";"2020 ";" Waldenor Perei";"Apoio a Projeto";"600002";"2023.3.34.34101.311.5558.600002.6";"0,00";"100000,00";"100000,00";"100000,00";"100000,00"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"MGISP";"13390011";"2023 ";" Daniel Almeida";"Construção de Equipamento";"600039";"2023.3.21.21301.305.7882.600039.6";"0,00";"1980000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Educação";"SEC";"Universidade Estadual do Sudoeste da Bahia";"UESB";"ME";"24680012";"2022 ";" Lídice da Mata";"Infraestrutura em Unidade Universitária";"600031";"2023.3.11.11302.306.7867.600031.6";"0,00";"45000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"13310003";"2021 ";" Alice Portugal";"Requalificação de Equipamento Esportivo";"600003";"2024.3.21.21301.414.1009.600003.6";"0,00";"221363,00";"221362,92";"221362,92";"217586,78"
"2022";"Secretaria de Políticas para as Mulheres";"SPM";"Assessoria de Planejamento e Gestão - SPM";"APG";"ME";"13310003";"2021 ";" Alice Portugal";"Apoio Técnico e Financeiro à Implantação";"600003";"2022.3.34.34101.311.5549.600003.6";"0,00";"147000,00";"143800,00";"143800,00";"143800,00"
"2025";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"MGISP";"13310020";"2023 ";" Alice Portugal";"Implantação de Infraestrutura Viária";"600043";"2025.3.26.26401.419.1162.600043.6";"0,00";"400000,00";"91085,14";"91085,14";"91085,14"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Assessoria de Planejamento e Gestão - SDR";"APG";"ME";"91910004";"2022 ";" Zé Neto";"Distribuição de Equipamento de Apoio";"600038";"2025.3.18.18101.417.1399.600038.6";"0,00";"400000,00";"216000,00";"0,00";"0,00"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"MF";"43790002";"2024 ";" Gabriel Nunes";"Requalificação de Equipamento Esportivo";"600077";"2024.3.21.21301.414.1009.600077.6";"0,00";"500000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"MF";"91910001";"2023";" Zé Neto";"Implantação de Infraestrutura Viária";"600056";"2024.3.26.26401.419.1162.600056.6";"0,00";"2000000,00";"817712,77";"320587,65";"97712,77"
"2024";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Assessoria de Planejamento e Gestão - SEDUR";"APG";"MAPA";"36940005";"2022 ";" Jorge Solla";"Implantação de Infraestrutura Viária";"600036";"2024.3.26.26101.419.1162.600036.6";"0,00";"150000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"91910004";"2022 ";" Zé Neto";"Promoção de Atividade de Esporte";"600038";"2023.3.21.21301.308.5793.600038.6";"0,00";"983341,00";"251914,28";"251914,28";"251914,28"
"2023";"Secretaria de Promoção da Igualdade Racial e dos Povos e Comunidades Tradicionais";"SEPROMI";"Assessoria de Planejamento e Gestão - SEPROMI";"APG";"ME";"27510007";"2020 ";" Waldenor Perei";"Realização de Campanha de Promoção";"600002";"2023.3.30.30101.307.3825.600002.6";"0,00";"51011,00";"51011,00";"51011,00";"51011,00"
"2024";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Bahia Pesca S/A";"BAHIAPESCA";"MAPA";"36940005";"2022 ";" Jorge Solla";"Assistência Técnica a Aquicultor";"600036";"2024.3.10.10501.417.6608.600036.6";"0,00";"19682,00";"17337,00";"17337,00";"17337,00"
"2022";"Secretaria de Cultura";"SECULT";"Fundação Pedro Calmon - Centro de Memória e Arquivo Público da Bahia";"FPC-AP";"ME";"24680012";"2022 ";" Lídice da Mata";"Requalificação de Equipamento Cultural";"600031";"2022.3.22.22202.302.7857.600031.6";"0,00";"220000,00";"140000,00";"140000,00";"140000,00"
"2022";"Secretaria de Cultura";"SECULT";"Assessoria de Planejamento e Gestão - SECULT";"APG";"ME";"24680005";"2021 ";" Lídice da Mata";"Apoio à Realização de Evento Cultural";"600005";"2022.3.22.22101.302.7980.600005.6";"0,00";"148000,00";"12000,00";"12000,00";"12000,00"
"2025";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"MTUR";"09032025-2-086688 ";"";" 2025";"Apoio a Evento de Interesse Turístico";"600160";"2025.3.32.32802.411.5893.600160.6";"0,00";"990000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Desenvolvimento Rural";"SDR";"Assessoria de Planejamento e Gestão - SDR";"APG";"ME";"91910004";"2022 ";" Zé Neto";"Distribuição de Equipamento de Apoio";"600038";"2024.3.18.18101.417.1399.600038.6";"0,00";"400000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"MF";"41900005";"2024";"Joseildo Ramos";"Construção de Equipamento";"600064";"2025.3.21.21301.414.7882.600064.6";"0,00";"1000000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Cultura";"SECULT";"Instituto do Patrimônio Artístico e Cultural da Bahia";"IPAC";"ME";"30510006";"2022 ";" Bacelar";"Requalificação de Equipamento Cultural";"600034";"2025.3.22.22301.406.7857.600034.6";"0,00";"100000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Promoção da Igualdade Racial e dos Povos e Comunidades Tradicionais";"SEPROMI";"Assessoria de Planejamento e Gestão - SEPROMI";"APG";"MAPA";"36940005";"2022 ";" Jorge Solla";"Apoio Técnico e Financeiro a Projeto";"600036";"2023.3.30.30101.307.5713.600036.6";"0,00";"50000,00";"50000,00";"50000,00";"50000,00"
"2023";"Secretaria da Segurança Pública";"SSP";"Departamento de Polícia Técnica";"DPT";"ME";"27510007";"2020 ";" Waldenor Perei";"Aquisição de Equipamento para o Sistema";"600002";"2023.3.20.20102.314.7877.600002.6";"0,00";"1945,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Assistência e Desenvolvimento Social";"SEADES";"Fundo Estadual de Assistência Social";"FEAS";"MDS";"09032025-076983 ";"";" 2025";"Implementação da Gestão do SUAS";"600083";"2026.3.39.39601.402.2284.600083.6";"0,00";"990000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Cultura";"SECULT";"Instituto do Patrimônio Artístico e Cultural da Bahia";"IPAC";"MGISP";"24680011";"2023 ";" Lídice da Mata";"Dinamização em Museu";"600046";"2023.3.22.22301.302.1372.600046.6";"0,00";"100000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Turismo";"SETUR";"Assessoria de Planejamento e Gestão - SETUR";"APG";"MTUR";"09032025-078857 ";"";" 2025";"Apoio à Realização de Evento";"600128";"2025.3.32.32101.411.3701.600128.6";"0,00";"1287000,00";"1232000,00";"395000,00";"380000,00"
"2024";"Secretaria de Cultura";"SECULT";"Assessoria de Planejamento e Gestão - SECULT";"APG";"ME";"40800012";"2022 ";" Jaques Wagner";"Apoio à Instituição Cultural";"600028";"2024.3.22.22101.406.2314.600028.6";"0,00";"100000,00";"100000,00";"100000,00";"100000,00"
"2024";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"MF";"91910001";"2023";" Zé Neto";"Apoio a Evento de Interesse Turístico";"600056";"2024.3.32.32802.411.5893.600056.6";"0,00";"1500000,00";"1489290,00";"1319290,00";"1319290,00"
"2025";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"ME";"27510007";"2020 ";" Waldenor Perei";"Apoio Técnico e Financeiro a Entidade";"600002";"2025.3.38.38101.400.2170.600002.6";"0,00";"50000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"ME";"91910007";"2021 ";" Zé Neto";"Aparelhamento de Unidade Escolar";"600020";"2025.3.11.11101.425.7744.600020.6";"0,00";"34750,00";"0,00";"0,00";"0,00"
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"ME";"13310015";"2022 ";" Alice Portugal";"Requalificação de Equipamento Esportivo";"600029";"2025.3.21.21301.414.1009.600029.6";"0,00";"749851,00";"749851,00";"749851,00";"749851,00"
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"MF";"13310004";"2024 ";" Alice Portugal";"Apoio a Geração de Trabalho e Renda";"600058";"2025.3.21.21101.413.5917.600058.6";"0,00";"550000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria da Educação";"SEC";"Universidade Estadual do Sudoeste da Bahia";"UESB";"ME";"27510007";"2020 ";" Waldenor Perei";"Assistência ao Estudante Universitário";"600002";"2022.3.11.11302.306.6910.600002.6";"0,00";"3400,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Políticas para as Mulheres";"SPM";"Assessoria de Planejamento e Gestão - SPM";"APG";"ME";"24680005";"2021 ";" Lídice da Mata";"Aparelhamento de Unidade do Poder Execut";"600005";"2025.3.34.34101.446.3194.600005.6";"0,00";"18702,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Segurança Pública";"SSP";"Assessoria de Planejamento e Gestão - SSP";"APG";"Ministério da Justiça e Segurança Publica";"09032025-085019 ";"";" 2025";"Ampliação e Renovação da Frota";"600101";"2025.3.20.20101.437.7873.600101.6";"0,00";"495000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria da Segurança Pública";"SSP";"Departamento de Polícia Técnica";"DPT";"ME";"27510007";"2020 ";" Waldenor Perei";"Aquisição de Equipamento para o Sistema";"600002";"2022.3.20.20102.314.7877.600002.6";"0,00";"11865,00";"9920,00";"9920,00";"9920,00"
"2022";"Secretaria da Administração";"SAEB";"Superintendência de Atendimento ao Cidadão";"SAC";"ME";"41900002";"2022 ";" Joseildo Ramos";"Implantação de Unidade do SAC";"600023";"2022.3.9.9801.315.1340.600023.6";"0,00";"800000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Assessoria de Planejamento e Gestão - SEDUR";"APG";"MF";"91910001";"2023";" Zé Neto";"Implantação de Infraestrutura Viária";"600056";"2026.3.26.26101.419.1162.600056.6";"0,00";"2000000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"MF";"41660001";"2024";" Pastor Isidório";"Aparelhamento de Unidade Escolar";"600062";"2025.3.11.11101.425.7744.600062.6";"0,00";"5225055,00";"0,00";"0,00";"0,00"
"2024";"Secretaria da Educação";"SEC";"Universidade do Estado da Bahia";"UNEB";"ME";"27510004";"2021 ";" Waldenor Perei";"Educação do Campo e Desenvolvimento";"600009";"2024.3.11.11301.424.4048.600009.6";"0,00";"369000,00";"155650,00";"155650,00";"155650,00"
"2025";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Bahia Pesca S/A";"BAHIAPESCA";"ME";"24680012";"2022 ";" Lídice da Mata";"Distribuição de Equipamentos de Pesca";"600031";"2025.3.10.10501.417.5916.600031.6";"0,00";"4631,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Desenvolvimento Rural";"SDR";"Assessoria de Planejamento e Gestão - SDR";"APG";"ME";"91910004";"2022 ";" Zé Neto";"Implantação de Projeto de Apoio";"600038";"2024.3.18.18101.417.1926.600038.6";"0,00";"82663,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Cultura";"SECULT";"Assessoria de Planejamento e Gestão - SECULT";"APG";"MF";"27500003";"2024 ";" Valmir Assunçã";"Conservação de Bens Imóveis Protegidos";"600067";"2025.3.22.22101.407.1251.600067.6";"0,00";"250000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"MF";"91910001";"2023";" Zé Neto";"Promoção de Atividade de Esporte";"600056";"2024.3.21.21301.414.5031.600056.6";"0,00";"157892,00";"157892,00";"157892,00";"157892,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"MGISP";"24680011";"2023 ";" Lídice da Mata";"Distribuição de Equipamento de Apoio";"600046";"2025.3.18.18401.417.1399.600046.6";"0,00";"150000,00";"149932,82";"149932,82";"149932,82"
"2023";"Secretaria de Cultura";"SECULT";"Assessoria de Planejamento e Gestão - SECULT";"APG";"ME";"40800012";"2022 ";" Jaques Wagner";"Apoio à Instituição Cultural";"600028";"2023.3.22.22101.302.2314.600028.6";"0,00";"100000,00";"0,00";"0,00";"0,00"
"2021";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Assessoria de Planejamento e Gestão - SEDUR";"APG";"ME";"91910007";"2021 ";" Zé Neto";"Implantação de Equipamento Urbano";"600020";"2021.3.26.26101.305.1158.600020.6";"0,00";"250000,00";"0,00";"0,00";"0,00"
"2026";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"MGISP";"13390011";"2023 ";" Daniel Almeida";"Assistência Técnica a Empreendimento";"600039";"2026.3.21.21101.413.6672.600039.6";"0,00";"3367,00";"0,00";"0,00";"0,00"
