"num_codigo";"num_codigo_exec";"num_codigo_liqu";"nom_orgao_orcamento_exec"
"2023.3.30.30101.307.5599.600027.6";"2023.3.30.30101.307.5599.600027.6";"2023.4944559.30101.0.600027.307.5599.57299.6";"Secretaria de Promoção da Igualdade Racial e dos Povos e Comunidades Tradicionais"
"2024.3.22.22201.406.3696.600027.6";"2024.3.22.22201.406.3696.600027.6";"2024.5224306.22201.0.600027.406.3696.61645.6";"Secretaria de Cultura"
"2025.3.11.11301.424.2443.600146.6";"2025.3.11.11301.424.2443.600146.6";"2025.6179251.11301.0.600146.424.2443.97707.6";"Secretaria da Educação"
"2025.3.18.18401.417.1399.600058.6";"2025.3.18.18401.417.1399.600058.6";"2025.5672277.18401.1.600058.417.1399.91461.6";"Secretaria de Desenvolvimento Rural"
"2025.3.21.21301.414.1009.600036.6";"2025.3.21.21301.414.1009.600036.6";"2025.5671098.21301.0.600036.414.1009.90201.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2025.3.21.21301.414.7882.600063.6";"2025.3.21.21301.414.7882.600063.6";"2025.5683951.21301.0.600063.414.7882.91446.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2025.3.21.21301.414.7882.600063.6";"2025.3.21.21301.414.7882.600063.6";"2025.5776394.21301.1.600063.414.7882.91446.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2025.3.80.80102.900.8070.600001.6";"2025.3.80.80102.900.8070.600001.6";"2025.5665712.80102.0.600001.900.8070.90203.6";"Encargos Gerais do Estado"
"2026.3.11.11301.424.2443.600047.6";"2026.3.11.11301.424.2443.600047.6";"2026.6192408.11301.5.600047.424.2443.97006.6";"Secretaria da Educação"
"2026.3.32.32802.411.5893.600158.6";"2026.3.32.32802.411.5893.600158.6";"2026.6188341.32802.1.600158.411.5893.97892.6";"Secretaria de Turismo"
"2026.3.26.26101.419.1162.600081.6";"2026.3.26.26401.419.1162.600081.6";"2026.6196605.26401.2.600081.419.1162.97567.6";"Secretaria de Desenvolvimento Urbano"
"2021.3.80.80102.900.8070.600019.6";"2021.3.80.80102.900.8070.600019.6";"2021.4233230.80102.0.600019.900.8070.51524.6";"Encargos Gerais do Estado"
"2022.3.11.11101.306.6596.600009.6";"2022.3.11.11101.306.6596.600009.6";"2022.4588399.11301.1.600009.306.6596.51878.6";"Secretaria da Educação"
"2022.3.80.80102.900.8070.600030.6";"2022.3.80.80102.900.8070.600030.6";"2022.4588261.80102.0.600030.900.8070.57108.6";"Encargos Gerais do Estado"
"2022.3.80.80102.900.8070.600033.6";"2022.3.80.80102.900.8070.600033.6";"2022.4588258.80102.0.600033.900.8070.57111.6";"Encargos Gerais do Estado"
"2023.3.21.21301.305.1009.600029.6";"2023.3.21.21301.305.1009.600029.6";"2023.4937830.21301.1.600029.305.1009.57244.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2024.3.32.32101.411.3701.600054.6";"2024.3.32.32101.411.3701.600054.6";"2024.5226221.32101.3.600054.411.3701.62314.6";"Secretaria de Turismo"
"2025.3.10.10101.417.7385.600086.6";"2025.3.10.10101.417.7385.600086.6";"2025.6176712.10101.1.600086.417.7385.97522.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2025.3.21.21101.413.5914.600043.6";"2025.3.21.21101.413.5914.600043.6";"2025.5673197.21101.0.600043.413.5914.90235.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2025.3.26.26401.419.1162.600075.6";"2025.3.26.26401.419.1162.600075.6";"2025.5674953.26401.0.600075.419.1162.91385.6";"Secretaria de Desenvolvimento Urbano"
"2025.3.26.26401.419.5183.600075.6";"2025.3.26.26401.419.5183.600075.6";"2025.5675362.26401.1.600075.419.5183.91385.6";"Secretaria de Desenvolvimento Urbano"
"2025.3.34.34101.446.3194.600005.6";"2025.3.34.34101.446.3194.600005.6";"2025.5675560.34101.1.600005.446.3194.90207.6";"Secretaria de Políticas para as Mulheres"
"2025.3.39.39601.402.4828.600049.6";"2025.3.39.39601.402.4828.600049.6";"2025.5673212.39601.0.600049.402.4828.90189.6";"Secretaria de Assistência e Desenvolvimento Social"
"2026.3.10.10101.417.7385.600086.6";"2026.3.10.10101.417.7385.600086.6";"2026.6187755.10101.1.600086.417.7385.97572.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2026.3.10.10501.417.5916.600068.6";"2026.3.10.10501.417.5916.600068.6";"2026.6190527.10501.0.600068.417.5916.95379.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2026.3.18.18101.417.1399.600059.6";"2026.3.18.18401.417.1399.600059.6";"2026.6191205.18401.1.600059.417.1399.95494.6";"Secretaria de Desenvolvimento Rural"
"2024.3.26.26101.419.5183.600043.6";"2024.3.26.26401.419.5183.600043.6";"2024.5225803.26401.2.600043.419.5183.62303.6";"Secretaria de Desenvolvimento Urbano"
"2022.3.34.34101.311.5558.600002.6";"2022.3.34.34101.311.5558.600002.6";"2022.4586936.34101.0.600002.311.5558.46893.6";"Secretaria de Políticas para as Mulheres"
"2023.3.20.20801.314.7875.600024.6";"2023.3.20.20801.314.7875.600024.6";"2023.4944962.20801.55.600024.314.7875.62012.6";"Secretaria da Segurança Pública"
"2024.3.10.10101.417.5657.600046.6";"2024.3.10.10101.417.5657.600046.6";"2024.5219735.10101.1.600046.417.5657.62306.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2024.3.21.21301.414.5793.600066.6";"2024.3.21.21301.414.5793.600066.6";"2024.5227350.21301.1.600066.414.5793.91331.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2024.3.26.26101.419.1162.600056.6";"2024.3.26.26101.419.1162.600056.6";"2024.5213274.26101.0.600056.419.1162.62315.6";"Secretaria de Desenvolvimento Urbano"
"2025.3.17.17101.440.4042.600042.6";"2025.3.17.17101.440.4042.600042.6";"2025.5675967.17101.1.600042.440.4042.90193.6";"Secretaria do Planejamento"
"2025.3.20.20801.437.7877.600018.6";"2025.3.20.20801.437.7877.600018.6";"2025.5669825.20801.0.600018.437.7877.90220.6";"Secretaria da Segurança Pública"
"2025.3.21.21301.414.1009.600029.6";"2025.3.21.21301.414.1009.600029.6";"2025.5670412.21301.0.600029.414.1009.90228.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2025.3.26.26401.419.1158.600052.6";"2025.3.26.26401.419.1158.600052.6";"2025.5680949.26401.0.600052.419.1158.90197.6";"Secretaria de Desenvolvimento Urbano"
"2025.3.32.32802.411.5893.600074.6";"2025.3.32.32802.411.5893.600074.6";"2025.6181449.32802.0.600074.411.5893.91377.6";"Secretaria de Turismo"
"2026.3.10.10101.417.3044.600169.6";"2026.3.10.10101.417.3044.600169.6";"2026.6188657.10101.0.600169.417.3044.97904.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2026.3.11.11301.424.2443.600047.6";"2026.3.11.11301.424.2443.600047.6";"2026.6192406.11301.5.600047.424.2443.97006.6";"Secretaria da Educação"
"2026.3.18.18101.417.1399.600155.6";"2026.3.18.18101.417.1399.600155.6";"2026.6196636.18401.1.600155.417.1399.97932.6";"Secretaria de Desenvolvimento Rural"
"2026.3.20.20803.437.7143.600070.6";"2026.3.20.20803.437.7143.600070.6";"2026.6190920.20803.13.600070.437.7143.95361.6";"Secretaria da Segurança Pública"
"2026.3.30.30101.426.4699.600060.6";"2026.3.30.30101.426.4699.600060.6";"2026.6192243.30101.0.600060.426.4699.95220.6";"Secretaria de Promoção da Igualdade Racial e dos Povos e Comunidades Tradicionais"
"2022.3.11.11101.306.5262.600009.6";"2022.3.11.11101.306.5262.600009.6";"2022.4576016.11101.91.600009.306.5262.51878.6";"Secretaria da Educação"
"2022.3.28.28101.301.7917.600006.6";"2022.3.28.28101.301.7917.600006.6";"2022.4574987.28101.0.600006.301.7917.51875.6";"Secretaria de Ciência, Tecnologia e Inovação"
"2023.3.38.38101.300.2170.600038.6";"2023.3.38.38101.300.2170.600038.6";"2023.4948334.38101.3.600038.300.2170.57309.6";"Secretaria de Justiça e Direitos Humanos"
"2024.3.80.80102.900.8070.600055.6";"2024.3.80.80102.900.8070.600055.6";"2024.5208918.80102.0.600055.900.8070.62316.6";"Encargos Gerais do Estado"
"2025.3.10.10501.417.5916.600048.6";"2025.3.10.10501.417.5916.600048.6";"2025.5671064.10501.0.600048.417.5916.90195.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2025.3.11.11301.424.7863.600075.6";"2025.3.11.11301.424.7863.600075.6";"2025.5674077.11301.0.600075.424.7863.91385.6";"Secretaria da Educação"
"2025.3.18.18101.417.1399.600080.6";"2025.3.18.18101.417.1399.600080.6";"2025.6181466.18401.1.600080.417.1399.97515.6";"Secretaria de Desenvolvimento Rural"
"2025.3.21.21301.414.1009.600039.6";"2025.3.21.21301.414.1009.600039.6";"2025.5669290.21301.1.600039.414.1009.90190.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2025.3.21.21301.414.7882.600003.6";"2025.3.21.21301.414.7882.600003.6";"2025.5670717.21301.0.600003.414.7882.90205.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2025.3.26.26401.419.1162.600075.6";"2025.3.26.26401.419.1162.600075.6";"2025.5672545.26401.0.600075.419.1162.91385.6";"Secretaria de Desenvolvimento Urbano"
"2025.3.80.80102.900.8070.600062.6";"2025.3.80.80102.900.8070.600062.6";"2025.5665602.80102.0.600062.900.8070.91471.6";"Encargos Gerais do Estado"
"2026.3.22.22201.406.2314.600058.6";"2026.3.22.22201.406.2314.600058.6";"2026.6196375.22201.0.600058.406.2314.95377.6";"Secretaria de Cultura"
"2026.3.38.38101.400.2170.600054.6";"2026.3.38.38101.400.2170.600054.6";"2026.6193811.38101.0.600054.400.2170.97009.6";"Secretaria de Justiça e Direitos Humanos"
"2026.3.80.80102.900.8070.600028.6";"2026.3.80.80102.900.8070.600028.6";"2026.6187130.80102.0.600028.900.8070.97022.6";"Encargos Gerais do Estado"
"2026.3.80.80102.900.8070.600052.6";"2026.3.80.80102.900.8070.600052.6";"2026.6187191.80102.0.600052.900.8070.97020.6";"Encargos Gerais do Estado"
"2026.3.18.18101.417.1399.600165.6";"2026.3.18.18401.417.1399.600165.6";"2026.6196599.18101.3.600165.417.1399.97912.6";"Secretaria de Desenvolvimento Rural"
"2022.3.22.22101.302.6903.600005.6";"2022.3.22.22202.302.6903.600005.6";"2022.4590055.22202.1.600005.302.6903.51874.6";"Secretaria de Cultura"
"2022.3.22.22101.302.6903.600005.6";"2022.3.22.22101.302.6903.600005.6";"2022.4580839.22101.1.600005.302.6903.51874.6";"Secretaria de Cultura"
"2022.3.22.22202.315.7950.600031.6";"2022.3.22.22202.315.7950.600031.6";"2022.4889090.22202.0.600031.315.7950.57109.6";"Secretaria de Cultura"
"2023.3.11.11301.306.4048.600009.6";"2023.3.11.11301.306.4048.600009.6";"2023.4933088.11301.1.600009.306.4048.55823.6";"Secretaria da Educação"
"2023.3.11.11301.306.4048.600009.6";"2023.3.11.11301.306.4048.600009.6";"2023.4940390.11301.16.600009.306.4048.55823.6";"Secretaria da Educação"
"2023.3.30.30101.307.5713.600036.6";"2023.3.30.30101.307.5713.600036.6";"2023.4941330.30101.0.600036.307.5713.57254.6";"Secretaria de Promoção da Igualdade Racial e dos Povos e Comunidades Tradicionais"
"2023.3.80.80102.900.8070.600026.6";"2023.3.80.80102.900.8070.600026.6";"2023.4939136.80102.0.600026.900.8070.62011.6";"Encargos Gerais do Estado"
"2025.3.11.11301.424.2443.600146.6";"2025.3.11.11301.424.2443.600146.6";"2025.6179301.11301.5.600146.424.2443.97707.6";"Secretaria da Educação"
"2025.3.18.18401.417.1399.600092.6";"2025.3.18.18401.417.1399.600092.6";"2025.6179074.18401.1.600092.417.1399.97531.6";"Secretaria de Desenvolvimento Rural"
"2025.3.18.18401.417.7988.600042.6";"2025.3.18.18401.417.7988.600042.6";"2025.5674593.18401.0.600042.417.7988.90193.6";"Secretaria de Desenvolvimento Rural"
"2025.3.21.21301.414.5779.600056.6";"2025.3.21.21301.414.5779.600056.6";"2025.5674972.21301.0.600056.414.5779.90187.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2025.3.26.26401.419.7794.600052.6";"2025.3.26.26401.419.7794.600052.6";"2025.5680951.26401.1.600052.419.7794.90197.6";"Secretaria de Desenvolvimento Urbano"
"2025.3.28.28101.405.5649.600073.6";"2025.3.28.28101.405.5649.600073.6";"2025.5674133.28101.1.600073.405.5649.91387.6";"Secretaria de Ciência, Tecnologia e Inovação"
"2026.3.10.10101.417.5916.600111.6";"2026.3.10.10101.417.5916.600111.6";"2026.6186672.10101.0.600111.417.5916.97630.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2026.3.80.80102.900.8070.600054.6";"2026.3.80.80102.900.8070.600054.6";"2026.6187199.80102.0.600054.900.8070.97009.6";"Encargos Gerais do Estado"
"2020.3.26.26401.305.1162.600002.6";"2020.3.26.26401.305.1162.600002.6";"2020.3893081.26401.0.600002.305.1162.46265.6";"Secretaria de Desenvolvimento Urbano"
"2021.3.18.18401.312.5040.600002.6";"2021.3.18.18401.312.5040.600002.6";"2021.4563677.18401.0.600002.312.5040.46524.6";"Secretaria de Desenvolvimento Rural"
"2021.3.28.28101.301.7917.600020.6";"2021.3.28.28101.301.7917.600020.6";"2021.4234170.28101.1.600020.301.7917.51525.6";"Secretaria de Ciência, Tecnologia e Inovação"
"2022.3.26.26101.305.1162.600000.6";"2022.3.26.26101.305.1162.600000.6";"2022.4579838.26101.4.600000.305.1162.51324.6";"Secretaria de Desenvolvimento Urbano"
"2023.3.21.21101.308.5917.600000.6";"2023.3.21.21101.308.5917.600000.6";"2023.4934326.21101.0.600000.308.5917.55814.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2023.3.38.38101.300.6953.600038.6";"2023.3.38.38101.300.6953.600038.6";"2023.4946643.38101.0.600038.300.6953.57309.6";"Secretaria de Justiça e Direitos Humanos"
"2024.3.34.34101.429.4181.600043.6";"2024.3.34.34101.429.4181.600043.6";"2024.5326422.34101.1.600043.429.4181.62303.6";"Secretaria de Políticas para as Mulheres"
"2025.3.10.10101.417.7244.600002.6";"2025.3.10.10101.417.7244.600002.6";"2025.5669122.10101.1.600002.417.7244.90204.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2025.3.10.10101.417.7385.600072.6";"2025.3.10.10101.417.7385.600072.6";"2025.5669117.10101.1.600072.417.7385.91389.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2025.3.24.24801.432.7911.600048.6";"2025.3.24.24801.432.7911.600048.6";"2025.5670456.24801.1.600048.432.7911.90195.6";"Secretaria de Infraestrutura"
"2025.3.26.26101.419.1158.600020.6";"2025.3.26.26101.419.1158.600020.6";"2025.5674094.26101.0.600020.419.1158.90222.6";"Secretaria de Desenvolvimento Urbano"
"2025.3.32.32802.411.5893.600068.6";"2025.3.32.32802.411.5893.600068.6";"2025.5671575.32802.0.600068.411.5893.91463.6";"Secretaria de Turismo"
"2025.3.34.34101.429.4181.600043.6";"2025.3.34.34101.429.4181.600043.6";"2025.5673407.34101.3.600043.429.4181.90235.6";"Secretaria de Políticas para as Mulheres"
"2025.3.34.34101.430.4239.600027.6";"2025.3.34.34101.430.4239.600027.6";"2025.5672597.34101.0.600027.430.4239.90227.6";"Secretaria de Políticas para as Mulheres"
"2025.3.80.80102.900.8070.600002.6";"2025.3.80.80102.900.8070.600002.6";"2025.5665717.80102.0.600002.900.8070.90204.6";"Encargos Gerais do Estado"
"2026.3.10.10101.417.5935.600162.6";"2026.3.10.10101.417.5935.600162.6";"2026.6194003.10501.1.600162.417.5935.97908.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2026.3.11.11301.424.2443.600047.6";"2026.3.11.11301.424.2443.600047.6";"2026.6192221.11301.0.600047.424.2443.97006.6";"Secretaria da Educação"
"2026.3.18.18401.417.1399.600015.6";"2026.3.18.18401.417.1399.600015.6";"2026.6190607.18401.0.600015.417.1399.95139.6";"Secretaria de Desenvolvimento Rural"
"2026.3.18.18401.417.1399.600064.6";"2026.3.18.18401.417.1399.600064.6";"2026.6188844.18401.0.600064.417.1399.95206.6";"Secretaria de Desenvolvimento Rural"
"2026.3.18.18401.417.1399.600073.6";"2026.3.18.18401.417.1399.600073.6";"2026.6188624.18401.0.600073.417.1399.97084.6";"Secretaria de Desenvolvimento Rural"
"2026.3.32.32802.411.5893.600160.6";"2026.3.32.32802.411.5893.600160.6";"2026.6188345.32802.1.600160.411.5893.97927.6";"Secretaria de Turismo"
"2022.3.11.11101.306.6596.600009.6";"2022.3.11.11301.306.6596.600009.6";"2022.4577275.11101.1.600009.306.6596.51878.6";"Secretaria da Educação"
"2026.3.18.18101.417.1399.600155.6";"2026.3.18.18401.417.1399.600155.6";"2026.6196621.18101.3.600155.417.1399.97932.6";"Secretaria de Desenvolvimento Rural"
"2022.3.21.21301.308.5793.600019.6";"2022.3.21.21301.308.5793.600019.6";"2022.4577339.21301.1.600019.308.5793.51888.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2022.3.22.22101.302.7986.600002.6";"2022.3.22.22101.302.7986.600002.6";"2022.4580561.22101.1.600002.302.7986.46893.6";"Secretaria de Cultura"
"2022.3.26.26101.305.1162.600000.6";"2022.3.26.26101.305.1162.600000.6";"2022.4578975.26101.0.600000.305.1162.51324.6";"Secretaria de Desenvolvimento Urbano"
"2022.3.26.26401.305.1158.600032.6";"2022.3.26.26401.305.1158.600032.6";"2022.4921921.26401.1.600032.305.1158.57110.6";"Secretaria de Desenvolvimento Urbano"
"2022.3.26.26401.305.1162.600030.6";"2022.3.26.26401.305.1162.600030.6";"2022.4588612.26401.0.600030.305.1162.57108.6";"Secretaria de Desenvolvimento Urbano"
"2023.3.22.22101.302.3696.600002.6";"2023.3.22.22101.302.3696.600002.6";"2023.5199078.22101.0.600002.302.3696.55816.6";"Secretaria de Cultura"
"2023.3.32.32802.303.5893.600025.6";"2023.3.32.32802.303.5893.600025.6";"2023.4940721.32802.1.600025.303.5893.57298.6";"Secretaria de Turismo"
"2024.3.21.21101.414.7882.600014.6";"2024.3.21.21101.414.7882.600014.6";"2024.5227565.21101.1.600014.414.7882.61634.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2024.3.21.21301.414.5793.600009.6";"2024.3.21.21301.414.5793.600009.6";"2024.5212414.21301.0.600009.414.5793.61629.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2024.3.32.32802.411.5893.600059.6";"2024.3.32.32802.411.5893.600059.6";"2024.5226799.32802.1.600059.411.5893.91326.6";"Secretaria de Turismo"
"2024.3.38.38101.400.2170.600038.6";"2024.3.38.38101.400.2170.600038.6";"2024.5214260.38101.0.600038.400.2170.61652.6";"Secretaria de Justiça e Direitos Humanos"
"2024.3.39.39101.403.5445.600056.6";"2024.3.39.39101.403.5445.600056.6";"2024.5217041.39101.2.600056.403.5445.62315.6";"Secretaria de Assistência e Desenvolvimento Social"
"2024.3.80.80102.900.8070.600075.6";"2024.3.80.80102.900.8070.600075.6";"2024.5225741.80102.0.600075.900.8070.91328.6";"Encargos Gerais do Estado"
"2025.3.10.10501.417.5916.600031.6";"2025.3.10.10501.417.5916.600031.6";"2025.5671060.10501.0.600031.417.5916.90200.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2025.3.26.26401.419.1162.600052.6";"2025.3.26.26401.419.1162.600052.6";"2025.5681209.26401.1.600052.419.1162.90197.6";"Secretaria de Desenvolvimento Urbano"
"2025.3.26.26401.419.7794.600052.6";"2025.3.26.26401.419.7794.600052.6";"2025.5681213.26401.1.600052.419.7794.90197.6";"Secretaria de Desenvolvimento Urbano"
"2026.3.18.18101.417.1399.600038.6";"2026.3.18.18101.417.1399.600038.6";"2026.6190572.18101.0.600038.417.1399.95156.6";"Secretaria de Desenvolvimento Rural"
"2026.3.21.21101.413.6672.600039.6";"2026.3.21.21101.413.6672.600039.6";"2026.6191575.21101.0.600039.413.6672.97013.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2026.3.26.26101.419.1158.600066.6";"2026.3.26.26101.419.1158.600066.6";"2026.6189792.26101.4.600066.419.1158.95354.6";"Secretaria de Desenvolvimento Urbano"
"2024.3.26.26101.419.1158.600020.6";"2024.3.26.26401.419.1158.600020.6";"2024.5215425.26401.2.600020.419.1158.61640.6";"Secretaria de Desenvolvimento Urbano"
"2021.3.10.10501.304.5916.600015.6";"2021.3.10.10501.304.5916.600015.6";"2021.4509019.10501.0.600015.304.5916.51520.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2021.3.80.80102.900.8070.600001.6";"2021.3.80.80102.900.8070.600001.6";"2021.4222921.80102.0.600001.900.8070.46523.6";"Encargos Gerais do Estado"
"2022.3.11.11101.306.6596.600009.6";"2022.3.11.11101.306.6596.600009.6";"2022.4577274.11101.0.600009.306.6596.51878.6";"Secretaria da Educação"
"2022.3.11.11302.306.7863.600009.6";"2022.3.11.11302.306.7863.600009.6";"2022.4575552.11302.1.600009.306.7863.51878.6";"Secretaria da Educação"
"2022.3.18.18401.312.5040.600002.6";"2022.3.18.18401.312.5040.600002.6";"2022.4580795.18401.0.600002.312.5040.46893.6";"Secretaria de Desenvolvimento Rural"
"2022.3.80.80102.900.8070.600034.6";"2022.3.80.80102.900.8070.600034.6";"2022.4588252.80102.0.600034.900.8070.57112.6";"Encargos Gerais do Estado"
"2023.3.38.38101.300.2170.600005.6";"2023.3.38.38101.300.2170.600005.6";"2023.4935042.38101.3.600005.300.2170.55819.6";"Secretaria de Justiça e Direitos Humanos"
"2023.3.80.80102.900.8070.600005.6";"2023.3.80.80102.900.8070.600005.6";"2023.4928714.80102.0.600005.900.8070.55819.6";"Encargos Gerais do Estado"
"2024.3.80.80102.900.8070.600031.6";"2024.3.80.80102.900.8070.600031.6";"2024.5208788.80102.0.600031.900.8070.61618.6";"Encargos Gerais do Estado"
"2024.3.80.80102.900.8070.600039.6";"2024.3.80.80102.900.8070.600039.6";"2024.5208818.80102.0.600039.900.8070.62299.6";"Encargos Gerais do Estado"
"2025.3.11.11301.424.2443.600047.6";"2025.3.11.11301.424.2443.600047.6";"2025.5675151.11301.0.600047.424.2443.90183.6";"Secretaria da Educação"
"2025.3.18.18101.417.1399.600092.6";"2025.3.18.18101.417.1399.600092.6";"2025.6181478.18401.1.600092.417.1399.97531.6";"Secretaria de Desenvolvimento Rural"
"2025.3.20.20803.437.1102.600070.6";"2025.3.20.20803.437.1102.600070.6";"2025.5667737.20803.0.600070.437.1102.91445.6";"Secretaria da Segurança Pública"
"2025.3.26.26401.419.1162.600052.6";"2025.3.26.26401.419.1162.600052.6";"2025.5681172.26401.0.600052.419.1162.90197.6";"Secretaria de Desenvolvimento Urbano"
"2025.3.34.34101.430.5563.600065.6";"2025.3.34.34101.430.5563.600065.6";"2025.5673621.34101.0.600065.430.5563.91466.6";"Secretaria de Políticas para as Mulheres"
"2026.3.10.10501.417.5916.600036.6";"2026.3.10.10501.417.5916.600036.6";"2026.6190746.10501.1.600036.417.5916.97024.6";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura"
"2026.3.18.18101.417.1399.600059.6";"2026.3.18.18101.417.1399.600059.6";"2026.6190575.18101.0.600059.417.1399.95494.6";"Secretaria de Desenvolvimento Rural"
"2026.3.80.80102.900.8070.600074.6";"2026.3.80.80102.900.8070.600074.6";"2026.6187273.80102.0.600074.900.8070.97074.6";"Encargos Gerais do Estado"
"2025.3.26.26101.419.1158.600020.6";"2025.3.26.26401.419.1158.600020.6";"2025.5676284.26401.2.600020.419.1158.90222.6";"Secretaria de Desenvolvimento Urbano"
"2020.3.12.12101.300.6953.600002.6";"2020.3.12.12101.300.6953.600002.6";"2020.3892933.12101.3.600002.300.6953.46265.6";"Secretaria de Justiça, Direitos Humanos e Desenvolvimento Social"
"2022.3.11.11101.306.5262.600009.6";"2022.3.11.11101.306.5262.600009.6";"2022.4576017.11101.0.600009.306.5262.51878.6";"Secretaria da Educação"
"2022.3.21.21301.308.5793.600019.6";"2022.3.21.21301.308.5793.600019.6";"2022.4577077.21301.0.600019.308.5793.51888.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2023.3.80.80102.900.8070.600038.6";"2023.3.80.80102.900.8070.600038.6";"2023.4928771.80102.0.600038.900.8070.57258.6";"Encargos Gerais do Estado"
"2024.3.11.11301.424.4048.600059.6";"2024.3.11.11301.424.4048.600059.6";"2024.5226242.11301.0.600059.424.4048.91326.6";"Secretaria da Educação"
"2024.3.21.21301.414.5793.600036.6";"2024.3.21.21301.414.5793.600036.6";"2024.5217735.21301.0.600036.414.5793.61619.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2025.3.26.26401.419.1158.600052.6";"2025.3.26.26401.419.1158.600052.6";"2025.5681171.26401.0.600052.419.1158.90197.6";"Secretaria de Desenvolvimento Urbano"
"2025.3.32.32802.411.5893.600170.6";"2025.3.32.32802.411.5893.600170.6";"2025.6181737.32802.0.600170.411.5893.97795.6";"Secretaria de Turismo"
"2025.3.38.38101.401.3285.600063.6";"2025.3.38.38101.401.3285.600063.6";"2025.5679790.38101.3.600063.401.3285.91446.6";"Secretaria de Justiça e Direitos Humanos"
"2025.3.80.80102.900.8070.600071.6";"2025.3.80.80102.900.8070.600071.6";"2025.5670449.80102.0.600071.900.8070.91375.6";"Encargos Gerais do Estado"
"2025.3.9.9801.442.1340.600064.6";"2025.3.9.9801.442.1340.600064.6";"2025.5670688.9101.1.600064.442.1340.91398.6";"Secretaria da Administração"
"2026.3.18.18101.417.1399.600165.6";"2026.3.18.18401.417.1399.600165.6";"2026.6196603.18401.1.600165.417.1399.97912.6";"Secretaria de Desenvolvimento Rural"
"2025.3.22.22202.406.7986.600046.6";"2025.3.32.32101.406.7986.600046.6";"2025.5675484.22202.1.600046.406.7986.90188.6";"Secretaria de Turismo"
"2024.3.26.26101.419.5183.600043.6";"2024.3.26.26401.419.5183.600043.6";"2024.5220811.26101.4.600043.419.5183.62303.6";"Secretaria de Desenvolvimento Urbano"
"2021.3.12.12201.300.4365.600002.6";"2021.3.12.12201.300.4365.600002.6";"2021.4224314.12201.0.600002.300.4365.46524.6";"Secretaria de Justiça, Direitos Humanos e Desenvolvimento Social"
"2021.3.20.20102.314.7877.600002.6";"2021.3.20.20102.314.7877.600002.6";"2021.4226228.20102.0.600002.314.7877.46524.6";"Secretaria da Segurança Pública"
"2021.3.21.21301.305.7882.600003.6";"2021.3.21.21301.305.7882.600003.6";"2021.4542147.21301.1.600003.305.7882.51508.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2021.3.26.26101.305.1162.600006.6";"2021.3.26.26101.305.1162.600006.6";"2021.4563690.26101.4.600006.305.1162.51511.6";"Secretaria de Desenvolvimento Urbano"
"2022.3.18.18401.304.1399.600003.6";"2022.3.18.18401.304.1399.600003.6";"2022.4575091.18401.0.600003.304.1399.51872.6";"Secretaria de Desenvolvimento Rural"
"2022.3.21.21301.305.7974.600020.6";"2022.3.21.21301.305.7974.600020.6";"2022.4574627.21301.1.600020.305.7974.51889.6";"Secretaria do Trabalho, Emprego, Renda e Esporte"
"2022.3.34.34101.311.5558.600002.6";"2022.3.34.34101.311.5558.600002.6";"2022.4586932.34101.0.600002.311.5558.46893.6";"Secretaria de Políticas para as Mulheres"
