"Ano Exercício";"Órgão";"sgl_orgao_orcamento";"Unidade Orçamentária";"nom_res_unidade_orcamentaria";"Ação do Programa de Governo";"cod_subfonte_recurso";"Deputado";"Nome do Deputado";"num_codigo";"Valor Orçado Inicial.";"Valor Orçado Atual.";"Valor Empenhado.";"Valor Liquidado.";"Valor Pago."
"2022";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Implementação de Fanfarra";"500108";"  Olivia Santana";"  Olivia Santana";"2022.3.11.11101.306.6597.500108.5";"0,00";"60000,00";"0,00";"0,00";"0,00"
"2021";"Secretaria de Justiça, Direitos Humanos e Desenvolvimento Social";"SJDHDS";"Assessoria de Planejamento e Gestão - SJDHDS";"APG";"Funcionamento do Conselho Estadual";"500038";"  Maria Del Carmen";"  Maria Del Carmen";"2021.3.12.12101.300.4747.500038.5";"10000,00";"10000,00";"0,00";"0,00";"0,00"
"2019";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Bahia Pesca S/A";"BAHIAPESCA";"Distribuição de Equipamentos de Pesca";"500087";"  Vítor Bonfim";"  Vítor Bonfim";"2019.3.10.10501.216.5916.500087.5";"0,00";"34580,00";"33913,08";"33913,08";"33913,08"
"2020";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Funcionamento de Unidade Escolar";"500036";"  Marcelino Galo";"  Marcelino Galo";"2020.3.11.11601.306.6525.500036.5";"0,00";"37807,00";"35927,00";"35927,00";"35927,00"
"2024";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500129";"  Júnior Nascimento";"  Júnior Nascimento";"2024.3.19.19601.435.1099.500129.5";"2240000,00";"2240000,00";"2240000,00";"1818001,00";"1818001,00"
"2023";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500098";"  Hilton Coelho";"  Hilton Coelho";"2023.3.19.19601.313.1099.500098.5";"247000,00";"247000,00";"247000,00";"0,00";"0,00"
"2023";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"Aparelhamento dos CPMs";"500069";"  Antonio Henrique Junior";"  Antonio Henrique Junior";"2023.3.20.20801.306.5354.500069.5";"61100,00";"61100,00";"60587,00";"60587,00";"60587,00"
"2024";"Secretaria da Educação";"SEC";"Universidade do Estado da Bahia";"UNEB";"Ampliação e Renovação Frota de Veículos";"500121";"  Cafú Barreto";"  Cafú Barreto";"2024.3.11.11301.424.7850.500121.5";"215000,00";"215000,00";"180510,00";"180510,00";"0,00"
"2024";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500052";"  Rogério Andrade";"  Rogério Andrade";"2024.3.19.19601.436.5607.500052.5";"50000,00";"50000,00";"50000,00";"49067,20";"49067,20"
"2023";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500038";"  Maria Del Carmen";"  Maria Del Carmen";"2023.3.18.18401.304.1399.500038.5";"143900,00";"143900,00";"50628,92";"50628,92";"50628,92"
"2024";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500107";"  Niltinho";"  Niltinho";"2024.3.19.19601.435.1099.500107.5";"2240000,00";"2240000,00";"2240000,00";"1818001,00";"1818001,00"
"2024";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Apoio Técnico-Financeiro Escola Família";"500063";"  Zé Raimundo";"  Zé Raimundo";"2024.3.11.11101.422.6596.500063.5";"40000,00";"40000,00";"36858,00";"33926,00";"33926,00"
"2018";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Melhoria da Estrutura Física de Unidade";"500050";"  Reinaldo Braga";"  Reinaldo Braga";"2018.3.11.11101.212.7528.500050.5";"0,00";"403500,00";"365180,14";"0,00";"0,00"
"2025";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Apoio Técnico-Financeiro Escola Família";"500098";"  Hilton Coelho";"  Hilton Coelho";"2025.3.11.11101.422.6596.500098.5";"300000,00";"300000,00";"278103,87";"278103,87";"278103,87"
"2022";"Secretaria de Justiça, Direitos Humanos e Desenvolvimento Social";"SJDHDS";"Assessoria de Planejamento e Gestão - SJDHDS";"APG";"Apoio a Órgão de Representação";"500028";"  José De Arimatéia";"  José De Arimatéia";"2022.3.12.12101.300.4135.500028.5";"0,00";"35000,00";"11690,00";"11690,00";"11690,00"
"2024";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500126";"  Felipe Duarte";"  Felipe Duarte";"2024.3.19.19601.435.1099.500126.5";"1680000,00";"1680000,00";"1680000,00";"1327601,00";"1327601,00"
"2021";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500097";"  Eduardo Alencar";"  Eduardo Alencar";"2021.3.19.19601.313.5607.500097.5";"18000,00";"18000,00";"16617,00";"0,00";"0,00"
"2026";"Secretaria de Promoção da Igualdade Racial e dos Povos e Comunidades Tradicionais";"SEPROMI";"Assessoria de Planejamento e Gestão - SEPROMI";"APG";"Ações de Visibilidade e Permanência";"500020";"  Fátima Nunes";"  Fátima Nunes";"2026.3.30.30101.427.5599.500020.5";"100000,00";"100000,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Implementação de Fanfarras";"500112";"  Robinson Almeida";"  Robinson Almeida";"2021.3.11.11101.306.6597.500112.5";"29000,00";"95000,00";"26600,00";"0,00";"0,00"
"2024";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Aparelhamento de Unidade Escolar";"500123";"  Dr. Diego Castro";"  Dr. Diego Castro";"2024.3.11.11601.425.7744.500123.5";"0,00";"15900,00";"15900,00";"15900,00";"15900,00"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500009";"  Bira Coroa";"  Bira Coroa";"2023.3.21.21301.308.5793.500009.5";"49880,00";"49880,00";"0,00";"0,00";"0,00"
"2022";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500068";"  Alex Lima";"  Alex Lima";"2022.3.11.11101.306.2984.500068.5";"474000,00";"0,00";"0,00";"0,00";"0,00"
"2024";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500124";"  Emerson Penalva";"  Emerson Penalva";"2024.3.19.19601.436.5607.500124.5";"318000,00";"318000,00";"318000,00";"20548,44";"20548,44"
"2025";"Secretaria da Educação";"SEC";"Universidade Estadual do Sudoeste da Bahia";"UESB";"Realização de Ação de Extensão";"500019";"  Fabrício Falcão";"  Fabrício Falcão";"2025.3.11.11302.424.6907.500019.5";"0,00";"60000,00";"60000,00";"60000,00";"60000,00"
"2020";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Apoio à Educação Pessoa com Necessidades";"500115";"  Zé Cocá";"  Zé Cocá";"2020.3.11.11101.306.4023.500115.5";"83780,00";"83780,00";"0,00";"0,00";"0,00"
"2019";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500036";"  Marcelino Galo";"  Marcelino Galo";"2019.3.11.11101.212.2984.500036.5";"386120,00";"386120,00";"379800,00";"379800,00";"379800,00"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500138";"  Patrick Lopes";"  Patrick Lopes";"2024.3.21.21301.414.5793.500138.5";"201900,00";"246900,00";"246900,00";"246900,00";"246900,00"
"2023";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500018";"  Euclides Fernandes";"  Euclides Fernandes";"2023.3.19.19601.313.1099.500018.5";"988000,00";"988000,00";"988000,00";"538000,00";"538000,00"
"2018";"Secretaria de Infraestrutura";"SEINFRA";"Assessoria de Planejamento e Gestão - SEINFRA";"APG";"Implantação Rede de Distribuição Energia";"500044";"  Neusa Cadore";"  Neusa Cadore";"2018.3.24.24101.206.7000.500044.5";"64500,00";"0,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500074";"  Fabíola Mansur";"  Fabíola Mansur";"2025.3.11.11101.422.2984.500074.5";"797000,00";"0,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500107";"  Niltinho";"  Niltinho";"2021.3.19.19601.313.1099.500107.5";"859000,00";"859000,00";"859000,00";"410000,00";"205000,00"
"2018";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Apoio ao Esporte e Lazer Comunitário";"500081";"  Manassés";"  Manassés";"2018.3.21.21301.217.5793.500081.5";"376020,00";"0,00";"0,00";"0,00";"0,00"
"2018";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500035";"  Luiza Maia";"  Luiza Maia";"2018.3.11.11101.212.2984.500035.5";"274000,00";"0,00";"0,00";"0,00";"0,00"
"2020";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Apoio à Comercialização Produção Rural";"500072";"  Eduardo Sales";"  Eduardo Sales";"2020.3.18.18401.304.7838.500072.5";"40000,00";"0,00";"0,00";"0,00";"0,00"
"2018";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500075";"  Gika Lopes";"  Gika Lopes";"2018.3.11.11101.212.2984.500075.5";"4977,00";"4977,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Turismo";"SETUR";"Assessoria de Planejamento e Gestão - SETUR";"APG";"Apoio à Realização de Evento";"500101";"  Jurailton Santos";"  Jurailton Santos";"2026.3.32.32101.411.3701.500101.5";"1463620,00";"1523620,00";"450000,00";"0,00";"0,00"
"2026";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação e Renovação Frota de Veículos";"500133";"  Manuel Rocha";"  Manuel Rocha";"2026.3.19.19601.436.7850.500133.5";"350000,00";"350000,00";"277200,00";"277200,00";"277200,00"
"2024";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"Aparelhamento dos CPMs";"500108";"  Olivia Santana";"  Olivia Santana";"2024.3.20.20801.425.5354.500108.5";"17500,00";"17500,00";"10734,51";"5830,52";"3280,52"
"2025";"Secretaria de Justiça e Direitos Humanos";"SJDH";"Assessoria de Planejamento e Gestão - SJDH";"APG";"Apoio Técnico e Financeiro a Entidade";"500120";"  Binho Galinha";"  Binho Galinha";"2025.3.38.38101.400.2170.500120.5";"0,00";"100000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação e Renovação Frota de Veículos";"500108";"  Olivia Santana";"  Olivia Santana";"2024.3.19.19601.436.7850.500108.5";"100000,00";"100000,00";"100000,00";"0,00";"0,00"
"2026";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Apoio Financeiro para a Melhoria";"500101";"  Jurailton Santos";"  Jurailton Santos";"2026.3.11.11101.422.3334.500101.5";"50000,00";"50000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Gerenciamento do Serviço Hospitalar";"500140";"  Ricardo Rodrigues";"  Ricardo Rodrigues";"2024.3.19.19601.435.2875.500140.5";"974760,00";"211060,00";"211060,00";"211060,00";"211060,00"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Assessoria de Planejamento e Gestão - SETRE";"APG";"Apoio à Comercialização de Produto";"500104";"  Laerte Do Vando";"  Laerte Do Vando";"2024.3.21.21101.413.2234.500104.5";"21000,00";"0,00";"0,00";"0,00";"0,00"
"2022";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500020";"  Fátima Nunes";"  Fátima Nunes";"2022.3.19.19601.313.1099.500020.5";"840000,00";"840000,00";"840000,00";"840000,00";"840000,00"
"2024";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500125";"  Eures Ribeiro";"  Eures Ribeiro";"2024.3.18.18401.417.1399.500125.5";"1601000,00";"1601000,00";"1600145,41";"1600145,41";"1600145,41"
"2022";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade Escolar";"500089";"  Ângelo Almeida";"  Ângelo Almeida";"2022.3.11.11101.306.7744.500089.5";"0,00";"535000,00";"0,00";"0,00";"0,00"
"2021";"Secretaria de Justiça, Direitos Humanos e Desenvolvimento Social";"SJDHDS";"Assessoria de Planejamento e Gestão - SJDHDS";"APG";"Apoio a Órgão de Representação";"500074";"  Fabíola Mansur";"  Fabíola Mansur";"2021.3.12.12101.300.4135.500074.5";"0,00";"0,00";"0,00";"0,00";"0,00"
"2025";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500101";"  Jurailton Santos";"  Jurailton Santos";"2025.3.21.21301.414.5793.500101.5";"504000,00";"404000,00";"404000,00";"404000,00";"404000,00"
"2019";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500069";"  Antonio Henrique Junior";"  Antonio Henrique Junior";"2019.3.18.18401.206.1399.500069.5";"14000,00";"14000,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500095";"  Dal";"  Dal";"2021.3.19.19601.313.5607.500095.5";"46200,00";"46200,00";"45000,00";"0,00";"0,00"
"2025";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação e Renovação Frota de Veículos";"500107";"  Niltinho";"  Niltinho";"2025.3.19.19601.436.7850.500107.5";"320000,00";"1140000,00";"1140000,00";"1140000,00";"1140000,00"
"2025";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Apoio Financeiro a Município";"500080";"  Luciano Simões Filho";"  Luciano Simões Filho";"2025.3.11.11101.425.3332.500080.5";"0,00";"518661,00";"518661,00";"518661,00";"518661,00"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500047";"  Paulo Rangel";"  Paulo Rangel";"2024.3.21.21301.414.5793.500047.5";"0,00";"111200,00";"111200,00";"111200,00";"111200,00"
"2023";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500043";"  Nelson Leal";"  Nelson Leal";"2023.3.19.19601.313.5607.500043.5";"722000,00";"722000,00";"722000,00";"722000,00";"722000,00"
"2024";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"Apoio a Evento de Interesse Turístico";"500100";"  Junior Muniz";"  Junior Muniz";"2024.3.32.32802.411.5893.500100.5";"0,00";"909300,00";"909300,00";"909300,00";"909300,00"
"2022";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Fundo Estadual de Habitação de Interesse Social";"FEHIS";"Produção de Unidade Habitacional";"500074";"  Fabíola Mansur";"  Fabíola Mansur";"2022.3.26.26601.305.5112.500074.5";"200000,00";"200000,00";"0,00";"0,00";"0,00"
"2020";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Prevenção e Tratamento do Coronavírus";"500087";"  Vítor Bonfim";"  Vítor Bonfim";"2020.3.19.19601.313.5370.500087.5";"0,00";"416112,00";"416112,00";"0,00";"0,00"
"2021";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500110";"  Pastor Isidorio Filho";"  Pastor Isidorio Filho";"2021.3.11.11101.306.2984.500110.5";"0,00";"361080,00";"361080,00";"0,00";"0,00"
"2026";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"Implantação de Equipamento Urbano";"500131";"  Luciano Araújo";"  Luciano Araújo";"2026.3.26.26401.419.1158.500131.5";"409495,00";"409495,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Cultura";"SECULT";"Assessoria de Planejamento e Gestão - SECULT";"APG";"Apoio à Realização de Evento Cultural";"500038";"  Maria Del Carmen";"  Maria Del Carmen";"2025.3.22.22101.406.7980.500038.5";"0,00";"220000,00";"170000,00";"170000,00";"170000,00"
"2024";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade Escolar";"500112";"  Robinson Almeida";"  Robinson Almeida";"2024.3.11.11101.425.7744.500112.5";"769430,00";"0,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Apoio Financeiro a Unidade de Saúde";"500042";"  Marquinho Viana";"  Marquinho Viana";"2025.3.19.19601.435.3350.500042.5";"300000,00";"0,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Assessoria de Planejamento e Gestão - SEAGRI";"APG";"Distribuição de Equipamento";"500059";"  Tom Araújo";"  Tom Araújo";"2021.3.10.10101.304.7385.500059.5";"451600,00";"451600,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Aparelhamento de Unidade Escolar";"500092";"  Samuel Júnior";"  Samuel Júnior";"2021.3.11.11601.306.7744.500092.5";"50400,00";"50400,00";"29397,00";"29397,00";"29397,00"
"2024";"Secretaria de Políticas para as Mulheres";"SPM";"Assessoria de Planejamento e Gestão - SPM";"APG";"Capacitação em Gênero e Diversidade";"500044";"  Neusa Cadore";"  Neusa Cadore";"2024.3.34.34101.429.3226.500044.5";"0,00";"361500,00";"361500,00";"361500,00";"361500,00"
"2026";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Veículo para Transporte Escolar";"500127";"  Hassan";"  Hassan";"2026.3.11.11101.422.3390.500127.5";"1200329,00";"1200329,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade Escolar";"500063";"  Zé Raimundo";"  Zé Raimundo";"2021.3.11.11101.306.7744.500063.5";"0,00";"2500,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500038";"  Maria Del Carmen";"  Maria Del Carmen";"2026.3.18.18401.417.1399.500038.5";"697418,00";"697418,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500085";"  Robinho";"  Robinho";"2026.3.18.18401.417.1399.500085.5";"2949750,00";"2949750,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500043";"  Nelson Leal";"  Nelson Leal";"2024.3.18.18401.417.1399.500043.5";"2119020,00";"2119020,00";"2099385,87";"2099385,87";"2099385,87"
"2021";"Secretaria da Educação";"SEC";"Universidade Estadual do Sudoeste da Bahia";"UESB";"Realização de Ação de Extensão";"500063";"  Zé Raimundo";"  Zé Raimundo";"2021.3.11.11302.306.6907.500063.5";"90000,00";"75000,00";"64000,00";"64000,00";"64000,00"
"2023";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500104";"  Laerte Do Vando";"  Laerte Do Vando";"2023.3.18.18401.304.1399.500104.5";"320480,00";"320480,00";"165207,26";"165207,26";"165207,26"
"2017";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Implantação de Projeto de Apoio";"500063";"  Zé Raimundo";"  Zé Raimundo";"2017.3.18.18401.206.1926.500063.5";"252000,00";"0,00";"0,00";"0,00";"0,00"
"2023";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500118";"  Josafá Marinho";"  Josafá Marinho";"2023.3.19.19601.313.1099.500118.5";"1260000,00";"1260000,00";"1260000,00";"1076000,00";"1076000,00"
"2020";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500028";"  José De Arimatéia";"  José De Arimatéia";"2020.3.19.19601.313.1099.500028.5";"350000,00";"350000,00";"336999,99";"177000,00";"177000,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Apoio à Comercialização Produção Rural";"500072";"  Eduardo Salles";"  Eduardo Salles";"2025.3.18.18401.417.7838.500072.5";"457600,00";"457600,00";"456785,30";"456785,30";"456785,30"
"2022";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade Escolar";"500067";"  Alex Da Piatã";"  Alex Da Piatã";"2022.3.11.11101.306.7744.500067.5";"506000,00";"345000,00";"236250,00";"0,00";"0,00"
"2020";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500109";"  Osni Cardoso";"  Osni Cardoso";"2020.3.19.19601.313.5607.500109.5";"280000,00";"280000,00";"157479,71";"40002,49";"40002,49"
"2021";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade Escolar";"500112";"  Robinson Almeida";"  Robinson Almeida";"2021.3.11.11101.306.7744.500112.5";"395124,00";"90804,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500116";"  Tiago Correia";"  Tiago Correia";"2025.3.18.18401.417.1399.500116.5";"603000,00";"387000,00";"386977,27";"386977,27";"386977,27"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500107";"  Niltinho";"  Niltinho";"2025.3.18.18401.417.1399.500107.5";"540400,00";"540400,00";"539711,08";"539711,08";"539711,08"
"2025";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"Funcionamento do Serviço de Policiamento";"500055";"  Sandro Régis";"  Sandro Régis";"2025.3.20.20801.437.6919.500055.5";"85000,00";"0,00";"0,00";"0,00";"0,00"
"2019";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500080";"  Luciano Simões Filho";"  Luciano Simões Filho";"2019.3.19.19601.200.5607.500080.5";"105000,00";"105000,00";"40510,00";"40510,00";"40510,00"
"2026";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"Apoio a Evento de Interesse Turístico";"500024";"  Ivana Bastos";"  Ivana Bastos";"2026.3.32.32802.411.5893.500024.5";"1500000,00";"1500000,00";"140000,00";"0,00";"0,00"
"2025";"Secretaria de Cultura";"SECULT";"Instituto do Patrimônio Artístico e Cultural da Bahia";"IPAC";"Realização de Ação de Salvaguarda";"500122";"  Cláudia Oliveira";"  Cláudia Oliveira";"2025.3.22.22301.407.5521.500122.5";"10000,00";"10000,00";"10000,00";"10000,00";"10000,00"
"2020";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade de Educação";"500030";"  Jurandy Oliveira";"  Jurandy Oliveira";"2020.3.11.11101.306.5134.500030.5";"34260,00";"34260,00";"11010,00";"11010,00";"11010,00"
"2020";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500044";"  Neusa Cadore";"  Neusa Cadore";"2020.3.18.18401.304.1399.500044.5";"30000,00";"0,00";"0,00";"0,00";"0,00"
"2020";"Secretaria da Segurança Pública";"SSP";"Polícia Civil da Bahia";"PC/BA";"Aquisição de Equipamento de Informática";"500091";"  Mirela Macedo";"  Mirela Macedo";"2020.3.20.20802.314.7875.500091.5";"13000,00";"0,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500067";"  Alex Da Piatã";"  Alex Da Piatã";"2024.3.18.18401.417.1399.500067.5";"1545300,00";"1545300,00";"1544368,23";"1544368,23";"1544368,23"
"2024";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"Implantação de Infraestrutura Viária";"500018";"  Euclides Fernandes";"  Euclides Fernandes";"2024.3.26.26401.419.1162.500018.5";"800000,00";"800000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500074";"  Fabíola Mansur";"  Fabíola Mansur";"2023.3.18.18401.304.1399.500074.5";"285300,00";"285300,00";"285300,00";"285300,00";"285300,00"
"2025";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Assistência a Projetos Artísticos";"500097";"  Eduardo Alencar";"  Eduardo Alencar";"2025.3.11.11601.422.4224.500097.5";"50000,00";"65034,00";"65034,00";"65034,00";"65034,00"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500100";"  Junior Muniz";"  Junior Muniz";"2023.3.21.21301.308.5793.500100.5";"79880,00";"79880,00";"0,00";"0,00";"0,00"
"2024";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500004";"  Alan Sanches";"  Alan Sanches";"2024.3.21.21301.414.5793.500004.5";"450000,00";"450000,00";"450000,00";"450000,00";"450000,00"
"2021";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500074";"  Fabíola Mansur";"  Fabíola Mansur";"2021.3.11.11101.306.2984.500074.5";"190000,00";"361080,00";"361080,00";"0,00";"0,00"
