"Ano Exercício";"Órgão";"sgl_orgao_orcamento";"Unidade Orçamentária";"nom_res_unidade_orcamentaria";"Ação do Programa de Governo";"cod_subfonte_recurso";"Deputado";"Nome do Deputado";"num_codigo";"Valor Orçado Inicial.";"Valor Orçado Atual.";"Valor Empenhado.";"Valor Liquidado.";"Valor Pago."
"2020";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500051";"  Roberto Carlos";"  Roberto Carlos";"2020.3.18.18401.304.1399.500051.5";"0,00";"80000,00";"69104,32";"69104,32";"69104,32"
"2021";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Implementação de Fanfarras";"500074";"  Fabíola Mansur";"  Fabíola Mansur";"2021.3.11.11101.306.6597.500074.5";"0,00";"60000,00";"0,00";"0,00";"0,00"
"2018";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500089";"  Ângelo Almeida";"  Ângelo Almeida";"2018.3.18.18401.206.1399.500089.5";"100000,00";"100000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria da Segurança Pública";"SSP";"Corpo de Bombeiros Militar da Bahia";"CBMBA";"Aquisição de Equipamento de Proteção";"500121";"  Cafú Barreto";"  Cafú Barreto";"2024.3.20.20803.437.1095.500121.5";"102500,00";"102500,00";"102384,82";"0,00";"0,00"
"2022";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Funcionamento de Unidade Escolar";"500049";"  Pedro Tavares";"  Pedro Tavares";"2022.3.11.11601.306.6525.500049.5";"0,00";"400,00";"400,00";"400,00";"400,00"
"2024";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Aparelhamento de Unidade Escolar";"500126";"  Felipe Duarte";"  Felipe Duarte";"2024.3.11.11601.425.7744.500126.5";"0,00";"32379,00";"32379,00";"32379,00";"32379,00"
"2024";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500122";"  Cláudia Oliveira";"  Cláudia Oliveira";"2024.3.19.19601.435.1099.500122.5";"3080000,00";"3080000,00";"3080000,00";"2587468,00";"2587468,00"
"2025";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Ampliação e Renovação Frota de Veículos";"500116";"  Tiago Correia";"  Tiago Correia";"2025.3.11.11101.446.7850.500116.5";"168000,00";"168000,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Assistência Técnico-Financeira à Unidade";"500063";"  Zé Raimundo";"  Zé Raimundo";"2021.3.11.11101.306.6596.500063.5";"50000,00";"40000,00";"7125,98";"1928,00";"1928,00"
"2022";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500099";"  Jacó";"  Jacó";"2022.3.19.19601.313.1099.500099.5";"210000,00";"210000,00";"210000,00";"210000,00";"210000,00"
"2026";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Gerenciamento do Serviço Hospitalar";"500127";"  Hassan";"  Hassan";"2026.3.19.19601.435.2875.500127.5";"2362490,00";"2012490,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500095";"  Dal";"  Dal";"2023.3.18.18401.304.1399.500095.5";"393000,00";"393000,00";"322727,26";"322727,26";"322727,26"
"2023";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500070";"  Bobô";"  Bobô";"2023.3.18.18401.304.1399.500070.5";"359600,00";"359600,00";"332199,84";"332199,84";"332199,84"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500103";"  Kátia Oliveira";"  Kátia Oliveira";"2025.3.18.18401.417.1399.500103.5";"800000,00";"400000,00";"400000,00";"400000,00";"400000,00"
"2021";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500087";"  Vítor Bonfim";"  Vítor Bonfim";"2021.3.18.18401.304.1399.500087.5";"270000,00";"270000,00";"270000,00";"270000,00";"270000,00"
"2024";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Assessoria de Planejamento e Gestão - SEAGRI";"APG";"Distribuição de Equipamento";"500135";"  Matheus Ferreira";"  Matheus Ferreira";"2024.3.10.10101.417.7385.500135.5";"520000,00";"520000,00";"520000,00";"397100,00";"397100,00"
"2023";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500049";"  Pedro Tavares";"  Pedro Tavares";"2023.3.11.11101.306.2984.500049.5";"676000,00";"544000,00";"544000,00";"544000,00";"544000,00"
"2020";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Gestão Direta";"500101";"  Jurailton Santos";"  Jurailton Santos";"2020.3.19.19601.313.2641.500101.5";"0,00";"0,00";"0,00";"0,00";"0,00"
"2026";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Implantação de Infraestrutura Hídrica";"500063";"  Zé Raimundo Fontes";"  Zé Raimundo Fontes";"2026.3.18.18401.420.5040.500063.5";"774000,00";"774000,00";"0,00";"0,00";"0,00"
"2025";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Assistência para Aparelhamento de Unidad";"500112";"  Robinson Almeida";"  Robinson Almeida";"2025.3.11.11601.425.3363.500112.5";"1220000,00";"1220000,00";"1220000,00";"1220000,00";"1220000,00"
"2023";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Apoio Financeiro a Município em Infraest";"500107";"  Niltinho";"  Niltinho";"2023.3.11.11101.306.5412.500107.5";"0,00";"693900,00";"0,00";"0,00";"0,00"
"2026";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Melhoria da Estrutura Física de Unidade";"500069";"  Antonio Henrique Junior";"  Antonio Henrique Junior";"2026.3.11.11101.422.7528.500069.5";"190000,00";"190000,00";"0,00";"0,00";"0,00"
"2018";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500077";"  Hildécio Meireles";"  Hildécio Meireles";"2018.3.19.19601.200.1099.500077.5";"614000,00";"614000,00";"498988,20";"0,00";"0,00"
"2018";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Melhoria da Estrutura Física de Unidade";"500055";"  Sandro Régis";"  Sandro Régis";"2018.3.11.11101.212.7528.500055.5";"0,00";"193060,00";"182119,91";"0,00";"0,00"
"2026";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500107";"  Niltinho";"  Niltinho";"2026.3.19.19601.435.1099.500107.5";"0,00";"350000,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Cultura";"SECULT";"Assessoria de Planejamento e Gestão - SECULT";"APG";"Funcionamento do Conselho Estadual";"500074";"  Fabíola Mansur";"  Fabíola Mansur";"2024.3.22.22101.406.2277.500074.5";"15000,00";"15000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Companhia de Desenvolvimento Urbano do Estado da Bahia";"CONDER";"Implantação de Infraestrutura Viária";"500117";"  Paulo Câmara";"  Paulo Câmara";"2023.3.26.26401.305.1162.500117.5";"371500,00";"371500,00";"0,00";"0,00";"0,00"
"2026";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500092";"  Samuel Júnior";"  Samuel Júnior";"2026.3.21.21301.414.5793.500092.5";"2713742,00";"2713742,00";"1213742,00";"1213742,00";"1213742,00"
"2023";"Secretaria da Educação";"SEC";"Universidade do Estado da Bahia";"UNEB";"Infraestrutura em Unidade Universitária";"500108";"  Olivia Santana";"  Olivia Santana";"2023.3.11.11301.306.7867.500108.5";"0,00";"16708,00";"0,00";"0,00";"0,00"
"2025";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"Apoio a Evento de Interesse Turístico";"500121";"  Cafu Barreto";"  Cafu Barreto";"2025.3.32.32802.411.5893.500121.5";"0,00";"400000,00";"400000,00";"390000,00";"390000,00"
"2019";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500008";"  Augusto Castro";"  Augusto Castro";"2019.3.11.11101.212.2984.500008.5";"279174,00";"279174,00";"0,00";"0,00";"0,00"
"2020";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500096";"  Diego Coronel";"  Diego Coronel";"2020.3.21.21301.308.5793.500096.5";"111239,00";"0,00";"0,00";"0,00";"0,00"
"2021";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Apoio à Comercialização Produção Rural";"500030";"  Jurandy Oliveira";"  Jurandy Oliveira";"2021.3.18.18401.304.7838.500030.5";"0,00";"40000,00";"0,00";"0,00";"0,00"
"2018";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500085";"  Robinho";"  Robinho";"2018.3.11.11101.212.2984.500085.5";"403496,00";"0,00";"0,00";"0,00";"0,00"
"2024";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"Aquisição de Armamento para o Sistema";"500141";"  Soane Galvão";"  Soane Galvão";"2024.3.20.20801.437.7874.500141.5";"114000,00";"0,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Turismo";"SETUR";"Assessoria de Planejamento e Gestão - SETUR";"APG";"Apoio à Realização de Evento";"500052";"  Rogério Andrade Filho";"  Rogério Andrade Filho";"2023.3.32.32101.303.3701.500052.5";"0,00";"51200,00";"51200,00";"51200,00";"51200,00"
"2026";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Apoio Financeiro a Município";"500087";"  Vítor Bonfim";"  Vítor Bonfim";"2026.3.11.11101.425.3332.500087.5";"369332,00";"369332,00";"0,00";"0,00";"0,00"
"2019";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500086";"  Soldado Prisco";"  Soldado Prisco";"2019.3.11.11101.212.2984.500086.5";"569700,00";"569700,00";"569700,00";"0,00";"0,00"
"2022";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500019";"  Fabrício Falcão";"  Fabrício Falcão";"2022.3.19.19601.313.5607.500019.5";"230000,00";"230000,00";"229872,61";"227900,00";"227900,00"
"2024";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Aparelhamento de Unidade de Educação";"500098";"  Hilton Coelho";"  Hilton Coelho";"2024.3.11.11101.423.5134.500098.5";"60000,00";"60000,00";"55731,99";"51777,99";"51777,99"
"2022";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Fundo Estadual de Habitação de Interesse Social";"FEHIS";"Produção de Unidade Habitacional";"500013";"  Carlos Ubaldino";"  Carlos Ubaldino";"2022.3.26.26601.305.5112.500013.5";"200000,00";"200000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Fundo Estadual de Habitação de Interesse Social";"FEHIS";"Produção de Unidade Habitacional";"500055";"  Sandro Régis";"  Sandro Régis";"2022.3.26.26601.305.5112.500055.5";"200000,00";"200000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria de Desenvolvimento Urbano";"SEDUR";"Fundo Estadual de Habitação de Interesse Social";"FEHIS";"Produção de Unidade Habitacional";"500118";"  Josafá Marinho";"  Josafá Marinho";"2022.3.26.26601.305.5112.500118.5";"200000,00";"200000,00";"0,00";"0,00";"0,00"
"2022";"Secretaria da Agricultura, Pecuária, Irrigação, Pesca e Aquicultura";"SEAGRI";"Bahia Pesca S/A";"BAHIAPESCA";"Distribuição de Equipamentos de Pesca";"500113";"  Talita Oliveira";"  Talita Oliveira";"2022.3.10.10501.304.5916.500113.5";"7200,00";"7200,00";"4760,00";"1890,00";"1890,00"
"2023";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500067";"  Alex Da Piatã";"  Alex Da Piatã";"2023.3.21.21301.308.5793.500067.5";"550800,00";"550800,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Aparelhamento de Unidade de Saúde";"500059";"  Tom Araújo";"  Tom Araújo";"2021.3.19.19601.313.5607.500059.5";"29000,00";"29000,00";"28000,00";"1500,00";"1500,00"
"2018";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500072";"  Eduardo Sales";"  Eduardo Sales";"2018.3.19.19601.200.1099.500072.5";"1105000,00";"1105000,00";"1098637,00";"266990,00";"266990,00"
"2024";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação e Renovação Frota de Veículos";"500097";"  Eduardo Alencar";"  Eduardo Alencar";"2024.3.19.19601.436.7850.500097.5";"640000,00";"755500,00";"755500,00";"554000,00";"554000,00"
"2026";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Implantação de Infraestrutura Hídrica";"500119";"  Angelo Coronel Filho";"  Angelo Coronel Filho";"2026.3.18.18401.420.5040.500119.5";"0,00";"178000,00";"0,00";"0,00";"0,00"
"2021";"Secretaria da Segurança Pública";"SSP";"Polícia Militar da Bahia";"PM/BA";"Fortalecimento da Polícia Comunitária";"500098";"  Hilton Coelho";"  Hilton Coelho";"2021.3.20.20801.314.5084.500098.5";"0,00";"40000,00";"0,00";"0,00";"0,00"
"2023";"Secretaria de Políticas para as Mulheres";"SPM";"Assessoria de Planejamento e Gestão - SPM";"APG";"Apoio a Projeto";"500098";"  Hilton Coelho";"  Hilton Coelho";"2023.3.34.34101.311.5558.500098.5";"0,00";"25000,00";"25000,00";"25000,00";"25000,00"
"2021";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Oferta de Transporte Escolar Município";"500047";"  Paulo Rangel";"  Paulo Rangel";"2021.3.11.11101.306.2984.500047.5";"407400,00";"361080,00";"361080,00";"0,00";"0,00"
"2023";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Ampliação da Frota de Ambulância";"500004";"  Alan Sanches";"  Alan Sanches";"2023.3.19.19601.313.1099.500004.5";"1729000,00";"1729000,00";"1729000,00";"1217000,00";"0,00"
"2025";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500018";"  Euclides Fernandes";"  Euclides Fernandes";"2025.3.18.18401.417.1399.500018.5";"850900,00";"788500,00";"788500,00";"788500,00";"788500,00"
"2025";"Secretaria da Saúde";"SESAB";"Fundo Estadual de Saúde";"FESBA";"Gerenciamento do Serviço Hospitalar";"500085";"  Robinho";"  Robinho";"2025.3.19.19601.435.2875.500085.5";"2142018,00";"2142018,00";"2142018,00";"1642018,00";"1642018,00"
"2021";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Aparelhamento de Unidade Escolar";"500002";"  Adolfo Menezes";"  Adolfo Menezes";"2021.3.11.11601.306.7744.500002.5";"0,00";"46320,00";"37580,00";"37580,00";"37580,00"
"2021";"Secretaria do Trabalho, Emprego, Renda e Esporte";"SETRE";"Superintendência dos Desportos do Estado da Bahia";"SUDESB";"Promoção de Atividade de Esporte";"500100";"  Júnior Muniz";"  Júnior Muniz";"2021.3.21.21301.308.5793.500100.5";"0,00";"200000,00";"180744,60";"180744,60";"134994,60"
"2024";"Secretaria de Ciência, Tecnologia e Inovação";"SECTI";"Assessoria de Planejamento e Gestão - SECTI";"APG";"Implantação de Espaço de Ciência";"500098";"  Hilton Coelho";"  Hilton Coelho";"2024.3.28.28101.405.5649.500098.5";"0,00";"70000,00";"70000,00";"70000,00";"70000,00"
"2025";"Secretaria da Educação";"SEC";"Assessoria de Planejamento e Gestão - SEC";"APG";"Realização do Projeto na Educação Básica";"500020";"  Fátima Nunes";"  Fátima Nunes";"2025.3.11.11101.422.6594.500020.5";"0,00";"60000,00";"60000,00";"60000,00";"60000,00"
"2023";"Secretaria da Educação";"SEC";"Fundo de Assistência Educacional";"FAED";"Aparelhamento de Unidade Escolar";"500103";"  Katia Oliveira";"  Katia Oliveira";"2023.3.11.11601.306.7744.500103.5";"0,00";"431200,00";"431200,00";"431200,00";"431200,00"
"2025";"Secretaria de Turismo";"SETUR";"Assessoria de Planejamento e Gestão - SETUR";"APG";"Apoio à Realização de Evento";"500052";"  Rogério Andrade";"  Rogério Andrade";"2025.3.32.32101.411.3701.500052.5";"1011212,00";"1011212,00";"1000000,00";"1000000,00";"1000000,00"
"2020";"Secretaria de Desenvolvimento Rural";"SDR";"Companhia de Desenvolvimento e Ação Regional";"CAR";"Distribuição de Equipamento de Apoio";"500088";"  Zó";"  Zó";"2020.3.18.18401.304.1399.500088.5";"239340,00";"0,00";"0,00";"0,00";"0,00"
"2024";"Secretaria de Turismo";"SETUR";"Superintendência de Fomento ao Turismo do Estado da Bahia";"SUFOTUR";"Apoio a Evento de Interesse Turístico";"500131";"  Luciano Araújo";"  Luciano Araújo";"2024.3.32.32802.411.5893.500131.5";"0,00";"392475,00";"382475,00";"362475,00";"362475,00"
