"num_empenho_orcamento";"num_processo_sist_elet_info"
"1960100031900091851";"01949752019001253512"
"1960100031900061748";"01949752019007633589"
"1960100031900062051";"01949752019007826115"
"2210100012500019548";"02222422025000347411"
"1960100032400018435";"01949752024003571142"
"1960100032400061527";"019155652024011503411"
"1960100032400023080";"01949752024003577931"
"1960100032400046625";"01949752024004997330"
"1960100032400021363";"01949752024003578155"
"1960100032400058259";"01949752024010274875"
"1110100382100034809";"01156162021004920880"
"1110100461900157810";"01155782019005452787"
"1960100032000089630";"01949752020011143401"
"1960100032200027271";"01949752022004835915"
"1960100032200024531";"01949752022004833114"
"1960100032200068421";"01949752022012335128"
"1960100032200015107";"01949752022002946582"
"1960100032200064981";"01949752022011895308"
"2080100112300001160";"030126962023014057078"
"1960100032500077673";"01949752025017543481"
"1960100032500110050";"01949752025024212371"
"1960100032500008205";"01949752025000560604"
"1960100032500002207";"01949752025000556755"
"1960100032500066337";"01949752025010864851"
"1960100032500103615";"01949752025023890406"
"1960100032500002649";"01949752025000557212"
"1960100032500030723";"01949752025002440100"
"1960100032500080798";"01949752025018269936"
"2130100012100014019";"06914652021000083469"
"2130100012100013608";"06914652021000083469"
"2130100012100014191";"06914652021000083469"
"2130100012100012776";"06914692021000197234"
"1960101082000001239";"01990372020003825933"
"1960100032300063558";"01949752023010624182"
"2230100011900021878";"06219832019000392515"
"3280200012500042365";"03222982025000221645"
"2080100272400004751";"030193292024022897563"
"2080100272400004761";"030193292024022897482"
"1960100032100098997";"01949752021011088304"
"1110100382000002481";"01156162020001338259"
"3210100032600004326";"03213132026000043644"
"1960100032400042336";"01949752024007055386"
"1960100032400037715";"01949752024002609944"
"1960100012500112970";"01951862025023613237"
"3210100032400008543";"03213132024000753658"
"2080100942300014788";"030156672023021287182"
"1110100462000049151";"01155762020003069053"
"1130300012500027902";"07136652025002972063"
"1110100381900017561";"01156142019007794900"
"3210100032500011638";"03213132025000448520"
"3210100032500018241";"03213132025000631995"
"3210100032500030578";"03213132025001215472"
"3210100032500017911";"03213132025000576617"
"2130100012400005793";"06914652024000026026"
"1960100032400092481";"01949752024011230448"
"1960100032500104591";"01949752025023653111"
"1960100032400019636";"01949752024003613414"
"1960100032400020332";"01949752024003570502"
"1960100032000085414";"01949752020010545921"
"1960100032000091112";"01949752020009619798"
"1960100032000089940";"01949752020011106468"
"1960100032200012604";"01949752022002719845"
"1960100032200014666";"01949752022003245651"
"1960100032200015311";"01949752022003216472"
"1960100032200096239";"01949752022018227807"
"1960100032500008094";"01949752025000560604"
"1960100032500007586";"01949752025000560191"
"1960100032500007616";"01949752025000560191"
